review_id,user_id,product_id,rating,review_text,review_date
790,186,262,5,"Excellent product, totally worth the price!",2025-06-27 13:21:09
791,414,548,5,"Best purchase this year, works flawlessly.",2026-04-04 18:09:02
792,164,490,4,Solid value for money.,2026-02-07 03:06:11
793,84,225,4,"Happy with the purchase, works as described.",2025-08-07 05:25:19
794,203,187,3,"Average product, works fine for daily use.",2025-09-18 11:04:33
795,197,30,3,"Average product, works fine for daily use.",2025-12-15 21:06:36
796,487,331,4,"Nice quality, minor improvements possible.",2025-04-29 22:24:46
797,393,205,4,"Nice quality, minor improvements possible.",2025-08-12 22:44:28
798,422,401,3,Does the job but packaging could be better.,2025-07-27 07:50:20
799,54,233,1,"Item arrived damaged, bad experience.",2025-08-10 20:16:19
800,139,152,4,"Happy with the purchase, works as described.",2026-02-23 08:37:10
